Sample,Rep,Species,Reads,Prop,Gene,Primer,Taq,BSA,TD
MV3.QMMM.2,2,Oncorhynchus nerka,4914,0.04229498,16S,MV3,QMMM,0,0
MV3.QMMM.3,3,Oncorhynchus nerka,5372,0.040142276,16S,MV3,QMMM,0,0
C16.IPSF.1,1,Oncorhynchus tshawytscha,0,0,16S,C16,IPSF,0,0
C16.IPSF.2,2,Oncorhynchus tshawytscha,0,0,16S,C16,IPSF,0,0
C16.IPSF.3,3,Oncorhynchus tshawytscha,0,0,16S,C16,IPSF,0,0
C16.NPHF.1,1,Oncorhynchus tshawytscha,0,0,16S,C16,NPHF,0,0
C16.NPHF.2,2,Oncorhynchus tshawytscha,0,0,16S,C16,NPHF,0,0
C16.NPHF.3,3,Oncorhynchus tshawytscha,0,0,16S,C16,NPHF,0,0
C16.PGTF.1,1,Oncorhynchus tshawytscha,0,0,16S,C16,PGTF,1,0
C16.PGTF.2,2,Oncorhynchus tshawytscha,0,0,16S,C16,PGTF,1,0
C16.PGTF.3,3,Oncorhynchus tshawytscha,0,0,16S,C16,PGTF,1,0
C16.QMMM.1,1,Oncorhynchus tshawytscha,0,0,16S,C16,QMMM,0,0
C16.QMMM.2,2,Oncorhynchus tshawytscha,0,0,16S,C16,QMMM,0,0
C16.QMMM.3,3,Oncorhynchus tshawytscha,0,0,16S,C16,QMMM,0,0
LRY.PGTF.1,1,Oncorhynchus tshawytscha,233,0.000840718,COI,LRY,PGTF,1,0
LRY.PGTF.2,2,Oncorhynchus tshawytscha,229,0.000810072,COI,LRY,PGTF,1,0
LRY.PGTF.3,3,Oncorhynchus tshawytscha,185,0.000647648,COI,LRY,PGTF,1,0
LRY.QMMM.1,1,Oncorhynchus tshawytscha,0,0,COI,LRY,QMMM,0,0
LRY.QMMM.2,2,Oncorhynchus tshawytscha,20,5.19E-05,COI,LRY,QMMM,0,0
LRY.QMMM.3,3,Oncorhynchus tshawytscha,0,0,COI,LRY,QMMM,0,0
MFU.IPSF.1,1,Oncorhynchus tshawytscha,681,0.005675709,12S,MFU,IPSF,0,0
MFU.IPSF.2,2,Oncorhynchus tshawytscha,625,0.005304972,12S,MFU,IPSF,0,0
MFU.IPSF.3,3,Oncorhynchus tshawytscha,608,0.005239031,12S,MFU,IPSF,0,0
MFU.IPSF.BSA.1,1,Oncorhynchus tshawytscha,505,0.00448534,12S,MFU,IPSF,1,0
MFU.IPSF.BSA.2,2,Oncorhynchus tshawytscha,558,0.004640333,12S,MFU,IPSF,1,0
MFU.IPSF.BSA.3,3,Oncorhynchus tshawytscha,491,0.00468744,12S,MFU,IPSF,1,0
MFU.IPSF.TD.1,1,Oncorhynchus tshawytscha,339,0.003548289,12S,MFU,IPSF,0,1
MFU.IPSF.TD.2,2,Oncorhynchus tshawytscha,295,0.003697159,12S,MFU,IPSF,0,1
MFU.IPSF.TD.3,3,Oncorhynchus tshawytscha,243,0.003713212,12S,MFU,IPSF,0,1
MFU.NPHF.1,1,Oncorhynchus tshawytscha,538,0.004066147,12S,MFU,NPHF,0,0
MFU.NPHF.2,2,Oncorhynchus tshawytscha,617,0.003889285,12S,MFU,NPHF,0,0
MFU.NPHF.3,3,Oncorhynchus tshawytscha,707,0.004347799,12S,MFU,NPHF,0,0
MFU.NPHF.BSA.1,1,Oncorhynchus tshawytscha,824,0.004945385,12S,MFU,NPHF,1,0
MFU.NPHF.BSA.2,2,Oncorhynchus tshawytscha,692,0.00471531,12S,MFU,NPHF,1,0
MFU.NPHF.BSA.3,3,Oncorhynchus tshawytscha,507,0.005096707,12S,MFU,NPHF,1,0
MFU.NPHF.TD.1,1,Oncorhynchus tshawytscha,163,0.002169544,12S,MFU,NPHF,0,1
MFU.NPHF.TD.2,2,Oncorhynchus tshawytscha,188,0.001967536,12S,MFU,NPHF,0,1
MFU.NPHF.TD.3,3,Oncorhynchus tshawytscha,299,0.002361583,12S,MFU,NPHF,0,1
MFU.PGTF.BSA.1,1,Oncorhynchus tshawytscha,854,0.005378139,12S,MFU,PGTF,1,0
MFU.PGTF.BSA.2,2,Oncorhynchus tshawytscha,806,0.005354343,12S,MFU,PGTF,1,0
MFU.PGTF.BSA.3,3,Oncorhynchus tshawytscha,955,0.005272165,12S,MFU,PGTF,1,0
MFU.PGTF.BSA.4,4,Oncorhynchus tshawytscha,485,0.003771501,12S,MFU,PGTF,1,0
MFU.PGTF.BSA.5,5,Oncorhynchus tshawytscha,343,0.003852331,12S,MFU,PGTF,1,0
MFU.PGTF.BSA.6,6,Oncorhynchus tshawytscha,334,0.003921338,12S,MFU,PGTF,1,0
MFU.PGTF.1,1,Oncorhynchus tshawytscha,390,0.004178721,12S,MFU,PGTF,0,0
MFU.PGTF.2,2,Oncorhynchus tshawytscha,504,0.004267751,12S,MFU,PGTF,0,0
MFU.PGTF.3,3,Oncorhynchus tshawytscha,393,0.003544788,12S,MFU,PGTF,0,0
MFU.PGTF.TD.1,1,Oncorhynchus tshawytscha,449,0.004424866,12S,MFU,PGTF,0,1
MFU.PGTF.TD.2,2,Oncorhynchus tshawytscha,482,0.004177066,12S,MFU,PGTF,0,1
MFU.PGTF.TD.3,3,Oncorhynchus tshawytscha,294,0.003966327,12S,MFU,PGTF,0,1
MFU.QMMM.1,1,Oncorhynchus tshawytscha,1042,0.006762808,12S,MFU,QMMM,0,0
MFU.QMMM.2,2,Oncorhynchus tshawytscha,856,0.006163062,12S,MFU,QMMM,0,0
MFU.QMMM.3,3,Oncorhynchus tshawytscha,679,0.006247815,12S,MFU,QMMM,0,0
MFU.QMMM.BSA.1,1,Oncorhynchus tshawytscha,2669,0.005676103,12S,MFU,QMMM,1,0
MFU.QMMM.BSA.2,2,Oncorhynchus tshawytscha,2478,0.005560143,12S,MFU,QMMM,1,0
MFU.QMMM.BSA.3,3,Oncorhynchus tshawytscha,2505,0.004970751,12S,MFU,QMMM,1,0
MFU.QMMM.BSA.4,4,Oncorhynchus tshawytscha,607,0.005379155,12S,MFU,QMMM,1,0
MFU.QMMM.BSA.5,5,Oncorhynchus tshawytscha,480,0.004377805,12S,MFU,QMMM,1,0
MFU.QMMM.BSA.6,6,Oncorhynchus tshawytscha,634,0.00525744,12S,MFU,QMMM,1,0
MFU.QMMM.TD.1,1,Oncorhynchus tshawytscha,848,0.005315348,12S,MFU,QMMM,0,1
MFU.QMMM.TD.2,2,Oncorhynchus tshawytscha,736,0.005966616,12S,MFU,QMMM,0,1
MFU.QMMM.TD.3,3,Oncorhynchus tshawytscha,669,0.005559387,12S,MFU,QMMM,0,1
MV1.IPSF.1,1,Oncorhynchus tshawytscha,666,0.00446737,12S,MV1,IPSF,0,0
MV1.IPSF.2,2,Oncorhynchus tshawytscha,563,0.004131777,12S,MV1,IPSF,0,0
MV1.IPSF.3,3,Oncorhynchus tshawytscha,425,0.005135021,12S,MV1,IPSF,0,0
MV1.NPHF.1,1,Oncorhynchus tshawytscha,540,0.003433935,12S,MV1,NPHF,0,0
MV1.NPHF.2,2,Oncorhynchus tshawytscha,506,0.003414489,12S,MV1,NPHF,0,0
MV1.NPHF.3,3,Oncorhynchus tshawytscha,282,0.003670871,12S,MV1,NPHF,0,0
MV1.NPHF.BSA.1,1,Oncorhynchus tshawytscha,693,0.004071513,12S,MV1,NPHF,1,0
MV1.NPHF.BSA.2,2,Oncorhynchus tshawytscha,500,0.003640547,12S,MV1,NPHF,1,0
MV1.NPHF.BSA.3,3,Oncorhynchus tshawytscha,593,0.004084388,12S,MV1,NPHF,1,0
MV1.PGTF.1,1,Oncorhynchus tshawytscha,716,0.004226982,12S,MV1,PGTF,1,0
MV1.PGTF.2,2,Oncorhynchus tshawytscha,618,0.004010253,12S,MV1,PGTF,1,0
MV1.PGTF.3,3,Oncorhynchus tshawytscha,581,0.004455556,12S,MV1,PGTF,1,0
MV1.PGTF.TD.1,1,Oncorhynchus tshawytscha,293,0.001727982,12S,MV1,PGTF,1,1
MV1.PGTF.TD.2,2,Oncorhynchus tshawytscha,218,0.002046391,12S,MV1,PGTF,1,1
MV1.PGTF.TD.3,3,Oncorhynchus tshawytscha,341,0.002304194,12S,MV1,PGTF,1,1
MV1.QMMM.1,1,Oncorhynchus tshawytscha,579,0.004327775,12S,MV1,QMMM,0,0
MV1.QMMM.2,2,Oncorhynchus tshawytscha,805,0.004796292,12S,MV1,QMMM,0,0
MV1.QMMM.3,3,Oncorhynchus tshawytscha,494,0.004418842,12S,MV1,QMMM,0,0
MV3.IPSF.1,1,Oncorhynchus tshawytscha,0,0,16S,MV3,IPSF,0,0
MV3.IPSF.2,2,Oncorhynchus tshawytscha,0,0,16S,MV3,IPSF,0,0
MV3.IPSF.3,3,Oncorhynchus tshawytscha,0,0,16S,MV3,IPSF,0,0
MV3.NPHF.1,1,Oncorhynchus tshawytscha,0,0,16S,MV3,NPHF,0,0
MV3.NPHF.2,2,Oncorhynchus tshawytscha,0,0,16S,MV3,NPHF,0,0
MV3.NPHF.3,3,Oncorhynchus tshawytscha,0,0,16S,MV3,NPHF,0,0
MV3.PGTF.1,1,Oncorhynchus tshawytscha,0,0,16S,MV3,PGTF,1,0
MV3.PGTF.2,2,Oncorhynchus tshawytscha,0,0,16S,MV3,PGTF,1,0
MV3.PGTF.3,3,Oncorhynchus tshawytscha,0,0,16S,MV3,PGTF,1,0
MV3.PGTF.TD.1,1,Oncorhynchus tshawytscha,0,0,16S,MV3,PGTF,1,1
MV3.PGTF.TD.2,2,Oncorhynchus tshawytscha,0,0,16S,MV3,PGTF,1,1
MV3.PGTF.TD.3,3,Oncorhynchus tshawytscha,0,0,16S,MV3,PGTF,1,1
MV3.QMMM.1,1,Oncorhynchus tshawytscha,0,0,16S,MV3,QMMM,0,0
MV3.QMMM.2,2,Oncorhynchus tshawytscha,0,0,16S,MV3,QMMM,0,0
MV3.QMMM.3,3,Oncorhynchus tshawytscha,0,0,16S,MV3,QMMM,0,0
C16.IPSF.1,1,Sardinops sagax,919,0.030640483,16S,C16,IPSF,0,0
C16.IPSF.2,2,Sardinops sagax,1431,0.029637761,16S,C16,IPSF,0,0
C16.IPSF.3,3,Sardinops sagax,1005,0.039907874,16S,C16,IPSF,0,0
C16.NPHF.1,1,Sardinops sagax,4908,0.031918422,16S,C16,NPHF,0,0
C16.NPHF.2,2,Sardinops sagax,4595,0.033899931,16S,C16,NPHF,0,0
C16.NPHF.3,3,Sardinops sagax,4835,0.030311199,16S,C16,NPHF,0,0
C16.PGTF.1,1,Sardinops sagax,1964,0.030321744,16S,C16,PGTF,1,0
C16.PGTF.2,2,Sardinops sagax,1373,0.027550918,16S,C16,PGTF,1,0
C16.PGTF.3,3,Sardinops sagax,1959,0.029961917,16S,C16,PGTF,1,0
C16.QMMM.1,1,Sardinops sagax,130,0.037005408,16S,C16,QMMM,0,0
C16.QMMM.2,2,Sardinops sagax,71,0.031208791,16S,C16,QMMM,0,0
C16.QMMM.3,3,Sardinops sagax,96,0.019238477,16S,C16,QMMM,0,0
LRY.PGTF.1,1,Sardinops sagax,19010,0.068592501,COI,LRY,PGTF,1,0
LRY.PGTF.2,2,Sardinops sagax,19116,0.067621537,COI,LRY,PGTF,1,0
LRY.PGTF.3,3,Sardinops sagax,18398,0.064407717,COI,LRY,PGTF,1,0
LRY.QMMM.1,1,Sardinops sagax,15755,0.040420859,COI,LRY,QMMM,0,0
LRY.QMMM.2,2,Sardinops sagax,16951,0.043961088,COI,LRY,QMMM,0,0
LRY.QMMM.3,3,Sardinops sagax,10055,0.040838955,COI,LRY,QMMM,0,0
MFU.IPSF.1,1,Sardinops sagax,2930,0.024419719,12S,MFU,IPSF,0,0
MFU.IPSF.2,2,Sardinops sagax,2694,0.022866552,12S,MFU,IPSF,0,0
MFU.IPSF.3,3,Sardinops sagax,2815,0.024256368,12S,MFU,IPSF,0,0
MFU.IPSF.BSA.1,1,Sardinops sagax,1629,0.014468554,12S,MFU,IPSF,1,0
MFU.IPSF.BSA.2,2,Sardinops sagax,1883,0.015659044,12S,MFU,IPSF,1,0
MFU.IPSF.BSA.3,3,Sardinops sagax,1592,0.015198381,12S,MFU,IPSF,1,0
MFU.IPSF.TD.1,1,Sardinops sagax,1086,0.011367086,12S,MFU,IPSF,0,1
MFU.IPSF.TD.2,2,Sardinops sagax,940,0.011780777,12S,MFU,IPSF,0,1
MFU.IPSF.TD.3,3,Sardinops sagax,584,0.008923933,12S,MFU,IPSF,0,1
MFU.NPHF.1,1,Sardinops sagax,1963,0.014836145,12S,MFU,NPHF,0,0
MFU.NPHF.2,2,Sardinops sagax,2661,0.016773722,12S,MFU,NPHF,0,0
MFU.NPHF.3,3,Sardinops sagax,2598,0.015976779,12S,MFU,NPHF,0,0
MFU.NPHF.BSA.1,1,Sardinops sagax,2927,0.017566919,12S,MFU,NPHF,1,0
MFU.NPHF.BSA.2,2,Sardinops sagax,2485,0.016932868,12S,MFU,NPHF,1,0
MFU.NPHF.BSA.3,3,Sardinops sagax,1801,0.01810487,12S,MFU,NPHF,1,0
MFU.NPHF.TD.1,1,Sardinops sagax,495,0.006588492,12S,MFU,NPHF,0,1
MFU.NPHF.TD.2,2,Sardinops sagax,608,0.006363094,12S,MFU,NPHF,0,1
MFU.NPHF.TD.3,3,Sardinops sagax,888,0.007013664,12S,MFU,NPHF,0,1
MFU.PGTF.BSA.1,1,Sardinops sagax,3757,0.023660031,12S,MFU,PGTF,1,0
MFU.PGTF.BSA.2,2,Sardinops sagax,3635,0.02414769,12S,MFU,PGTF,1,0
MFU.PGTF.BSA.3,3,Sardinops sagax,4595,0.025367119,12S,MFU,PGTF,1,0
MFU.PGTF.BSA.4,4,Sardinops sagax,2785,0.021656972,12S,MFU,PGTF,1,0
MFU.PGTF.BSA.5,5,Sardinops sagax,2002,0.022485034,12S,MFU,PGTF,1,0
MFU.PGTF.BSA.6,6,Sardinops sagax,1885,0.022130907,12S,MFU,PGTF,1,0
MFU.PGTF.1,1,Sardinops sagax,2073,0.022211508,12S,MFU,PGTF,0,0
MFU.PGTF.2,2,Sardinops sagax,2742,0.023218595,12S,MFU,PGTF,0,0
MFU.PGTF.3,3,Sardinops sagax,2437,0.021981293,12S,MFU,PGTF,0,0
MFU.PGTF.TD.1,1,Sardinops sagax,2835,0.027938742,12S,MFU,PGTF,0,1
MFU.PGTF.TD.2,2,Sardinops sagax,2984,0.025859678,12S,MFU,PGTF,0,1
MFU.PGTF.TD.3,3,Sardinops sagax,1868,0.025201015,12S,MFU,PGTF,0,1
MFU.QMMM.1,1,Sardinops sagax,4515,0.02930334,12S,MFU,QMMM,0,0
MFU.QMMM.2,2,Sardinops sagax,3520,0.025343432,12S,MFU,QMMM,0,0
MFU.QMMM.3,3,Sardinops sagax,2916,0.026831557,12S,MFU,QMMM,0,0
MFU.QMMM.BSA.1,1,Sardinops sagax,11478,0.024410006,12S,MFU,QMMM,1,0
MFU.QMMM.BSA.2,2,Sardinops sagax,10837,0.024316089,12S,MFU,QMMM,1,0
MFU.QMMM.BSA.3,3,Sardinops sagax,11537,0.022893235,12S,MFU,QMMM,1,0
MFU.QMMM.BSA.4,4,Sardinops sagax,2569,0.022766144,12S,MFU,QMMM,1,0
MFU.QMMM.BSA.5,5,Sardinops sagax,2560,0.023348291,12S,MFU,QMMM,1,0
MFU.QMMM.BSA.6,6,Sardinops sagax,2676,0.022190711,12S,MFU,QMMM,1,0
MFU.QMMM.TD.1,1,Sardinops sagax,3803,0.023837581,12S,MFU,QMMM,0,1
MFU.QMMM.TD.2,2,Sardinops sagax,3135,0.025414866,12S,MFU,QMMM,0,1
MFU.QMMM.TD.3,3,Sardinops sagax,3093,0.025702818,12S,MFU,QMMM,0,1
MV1.IPSF.1,1,Sardinops sagax,3326,0.022310019,12S,MV1,IPSF,0,0
MV1.IPSF.2,2,Sardinops sagax,2785,0.020438717,12S,MV1,IPSF,0,0
MV1.IPSF.3,3,Sardinops sagax,1710,0.020660907,12S,MV1,IPSF,0,0
MV1.NPHF.1,1,Sardinops sagax,1824,0.011599069,12S,MV1,NPHF,0,0
MV1.NPHF.2,2,Sardinops sagax,2038,0.013752429,12S,MV1,NPHF,0,0
MV1.NPHF.3,3,Sardinops sagax,1053,0.013707189,12S,MV1,NPHF,0,0
MV1.NPHF.BSA.1,1,Sardinops sagax,2113,0.012414296,12S,MV1,NPHF,1,0
MV1.NPHF.BSA.2,2,Sardinops sagax,1935,0.014088917,12S,MV1,NPHF,1,0
MV1.NPHF.BSA.3,3,Sardinops sagax,2144,0.014767162,12S,MV1,NPHF,1,0
MV1.PGTF.1,1,Sardinops sagax,3126,0.018454672,12S,MV1,PGTF,1,0
MV1.PGTF.2,2,Sardinops sagax,2899,0.018811849,12S,MV1,PGTF,1,0
MV1.PGTF.3,3,Sardinops sagax,2370,0.018174986,12S,MV1,PGTF,1,0
MV1.PGTF.TD.1,1,Sardinops sagax,2003,0.011812788,12S,MV1,PGTF,1,1
MV1.PGTF.TD.2,2,Sardinops sagax,1281,0.012024895,12S,MV1,PGTF,1,1
MV1.PGTF.TD.3,3,Sardinops sagax,1883,0.012723747,12S,MV1,PGTF,1,1
MV1.QMMM.1,1,Sardinops sagax,3100,0.02317116,12S,MV1,QMMM,0,0
MV1.QMMM.2,2,Sardinops sagax,3916,0.023332023,12S,MV1,QMMM,0,0
MV1.QMMM.3,3,Sardinops sagax,2428,0.021718518,12S,MV1,QMMM,0,0
MV3.IPSF.1,1,Sardinops sagax,4512,0.020465369,16S,MV3,IPSF,0,0
MV3.IPSF.2,2,Sardinops sagax,716,0.01946816,16S,MV3,IPSF,0,0
MV3.IPSF.3,3,Sardinops sagax,791,0.024251901,16S,MV3,IPSF,0,0
MV3.NPHF.1,1,Sardinops sagax,5573,0.021765025,16S,MV3,NPHF,0,0
MV3.NPHF.2,2,Sardinops sagax,1147,0.018032039,16S,MV3,NPHF,0,0
MV3.NPHF.3,3,Sardinops sagax,1494,0.018474094,16S,MV3,NPHF,0,0
MV3.PGTF.1,1,Sardinops sagax,1768,0.025981278,16S,MV3,PGTF,1,0
MV3.PGTF.2,2,Sardinops sagax,3833,0.02528064,16S,MV3,PGTF,1,0
MV3.PGTF.3,3,Sardinops sagax,1599,0.020701173,16S,MV3,PGTF,1,0
MV3.PGTF.TD.1,1,Sardinops sagax,4106,0.025434228,16S,MV3,PGTF,1,1
MV3.PGTF.TD.2,2,Sardinops sagax,2085,0.022757537,16S,MV3,PGTF,1,1
MV3.PGTF.TD.3,3,Sardinops sagax,2251,0.018935538,16S,MV3,PGTF,1,1
MV3.QMMM.1,1,Sardinops sagax,5662,0.022193652,16S,MV3,QMMM,0,0
MV3.QMMM.2,2,Sardinops sagax,2376,0.02045032,16S,MV3,QMMM,0,0
MV3.QMMM.3,3,Sardinops sagax,2880,0.021520803,16S,MV3,QMMM,0,0
C16.IPSF.1,1,Thaleichthys pacificus,2119,0.070649818,16S,C16,IPSF,0,0
C16.IPSF.2,2,Thaleichthys pacificus,3646,0.075513121,16S,C16,IPSF,0,0
C16.IPSF.3,3,Thaleichthys pacificus,1699,0.067466148,16S,C16,IPSF,0,0
C16.NPHF.1,1,Thaleichthys pacificus,16224,0.105510285,16S,C16,NPHF,0,0
C16.NPHF.2,2,Thaleichthys pacificus,14164,0.104495891,16S,C16,NPHF,0,0
C16.NPHF.3,3,Thaleichthys pacificus,16811,0.10539019,16S,C16,NPHF,0,0
C16.PGTF.1,1,Thaleichthys pacificus,7011,0.108241215,16S,C16,PGTF,1,0
C16.PGTF.2,2,Thaleichthys pacificus,5773,0.11584228,16S,C16,PGTF,1,0
C16.PGTF.3,3,Thaleichthys pacificus,7240,0.110732148,16S,C16,PGTF,1,0
C16.QMMM.1,1,Thaleichthys pacificus,262,0.074580131,16S,C16,QMMM,0,0
C16.QMMM.2,2,Thaleichthys pacificus,142,0.062417582,16S,C16,QMMM,0,0
C16.QMMM.3,3,Thaleichthys pacificus,395,0.079158317,16S,C16,QMMM,0,0
LRY.PGTF.1,1,Thaleichthys pacificus,9082,0.032769968,COI,LRY,PGTF,1,0
LRY.PGTF.2,2,Thaleichthys pacificus,9055,0.032031441,COI,LRY,PGTF,1,0
LRY.PGTF.3,3,Thaleichthys pacificus,9182,0.032144345,COI,LRY,PGTF,1,0
LRY.QMMM.1,1,Thaleichthys pacificus,4001,0.010264923,COI,LRY,QMMM,0,0
LRY.QMMM.2,2,Thaleichthys pacificus,4473,0.011600374,COI,LRY,QMMM,0,0
LRY.QMMM.3,3,Thaleichthys pacificus,2429,0.009865522,COI,LRY,QMMM,0,0
MFU.IPSF.1,1,Thaleichthys pacificus,5948,0.049572863,12S,MFU,IPSF,0,0
MFU.IPSF.2,2,Thaleichthys pacificus,5636,0.047838118,12S,MFU,IPSF,0,0
MFU.IPSF.3,3,Thaleichthys pacificus,5309,0.045746734,12S,MFU,IPSF,0,0
MFU.IPSF.BSA.1,1,Thaleichthys pacificus,11298,0.100347281,12S,MFU,IPSF,1,0
MFU.IPSF.BSA.2,2,Thaleichthys pacificus,11595,0.096424116,12S,MFU,IPSF,1,0
MFU.IPSF.BSA.3,3,Thaleichthys pacificus,9388,0.089624623,12S,MFU,IPSF,1,0
MFU.IPSF.TD.1,1,Thaleichthys pacificus,4789,0.050126127,12S,MFU,IPSF,0,1
MFU.IPSF.TD.2,2,Thaleichthys pacificus,4256,0.053339349,12S,MFU,IPSF,0,1
MFU.IPSF.TD.3,3,Thaleichthys pacificus,3047,0.046560313,12S,MFU,IPSF,0,1
MFU.NPHF.1,1,Thaleichthys pacificus,11012,0.083227523,12S,MFU,NPHF,0,0
MFU.NPHF.2,2,Thaleichthys pacificus,12754,0.080395358,12S,MFU,NPHF,0,0
MFU.NPHF.3,3,Thaleichthys pacificus,12757,0.078451027,12S,MFU,NPHF,0,0
MFU.NPHF.BSA.1,1,Thaleichthys pacificus,14711,0.088290721,12S,MFU,NPHF,1,0
MFU.NPHF.BSA.2,2,Thaleichthys pacificus,12801,0.087226417,12S,MFU,NPHF,1,0
MFU.NPHF.BSA.3,3,Thaleichthys pacificus,9214,0.092625357,12S,MFU,NPHF,1,0
MFU.NPHF.TD.1,1,Thaleichthys pacificus,2405,0.032010755,12S,MFU,NPHF,0,1
MFU.NPHF.TD.2,2,Thaleichthys pacificus,3210,0.033594625,12S,MFU,NPHF,0,1
MFU.NPHF.TD.3,3,Thaleichthys pacificus,4435,0.035028829,12S,MFU,NPHF,0,1
MFU.PGTF.BSA.1,1,Thaleichthys pacificus,6542,0.041198808,12S,MFU,PGTF,1,0
MFU.PGTF.BSA.2,2,Thaleichthys pacificus,6260,0.041585842,12S,MFU,PGTF,1,0
MFU.PGTF.BSA.3,3,Thaleichthys pacificus,8079,0.044600861,12S,MFU,PGTF,1,0
MFU.PGTF.BSA.4,4,Thaleichthys pacificus,10507,0.081705496,12S,MFU,PGTF,1,0
MFU.PGTF.BSA.5,5,Thaleichthys pacificus,7215,0.081033728,12S,MFU,PGTF,1,0
MFU.PGTF.BSA.6,6,Thaleichthys pacificus,6889,0.08088054,12S,MFU,PGTF,1,0
MFU.PGTF.1,1,Thaleichthys pacificus,6762,0.072452588,12S,MFU,PGTF,0,0
MFU.PGTF.2,2,Thaleichthys pacificus,9496,0.08040984,12S,MFU,PGTF,0,0
MFU.PGTF.3,3,Thaleichthys pacificus,8497,0.076641381,12S,MFU,PGTF,0,0
MFU.PGTF.TD.1,1,Thaleichthys pacificus,3413,0.033634894,12S,MFU,PGTF,0,1
MFU.PGTF.TD.2,2,Thaleichthys pacificus,3203,0.027757557,12S,MFU,PGTF,0,1
MFU.PGTF.TD.3,3,Thaleichthys pacificus,1968,0.026550105,12S,MFU,PGTF,0,1
MFU.QMMM.1,1,Thaleichthys pacificus,982,0.006373395,12S,MFU,QMMM,0,0
MFU.QMMM.2,2,Thaleichthys pacificus,703,0.005061487,12S,MFU,QMMM,0,0
MFU.QMMM.3,3,Thaleichthys pacificus,549,0.00505162,12S,MFU,QMMM,0,0
MFU.QMMM.BSA.1,1,Thaleichthys pacificus,51830,0.110225704,12S,MFU,QMMM,1,0
MFU.QMMM.BSA.2,2,Thaleichthys pacificus,49899,0.111963507,12S,MFU,QMMM,1,0
MFU.QMMM.BSA.3,3,Thaleichthys pacificus,55282,0.109697826,12S,MFU,QMMM,1,0
MFU.QMMM.BSA.4,4,Thaleichthys pacificus,10095,0.089460578,12S,MFU,QMMM,1,0
MFU.QMMM.BSA.5,5,Thaleichthys pacificus,9517,0.086799095,12S,MFU,QMMM,1,0
MFU.QMMM.BSA.6,6,Thaleichthys pacificus,11096,0.0920135,12S,MFU,QMMM,1,0
MFU.QMMM.TD.1,1,Thaleichthys pacificus,955,0.005986035,12S,MFU,QMMM,0,1
MFU.QMMM.TD.2,2,Thaleichthys pacificus,783,0.006347636,12S,MFU,QMMM,0,1
MFU.QMMM.TD.3,3,Thaleichthys pacificus,716,0.005949957,12S,MFU,QMMM,0,1
MV1.IPSF.1,1,Thaleichthys pacificus,15864,0.106411951,12S,MV1,IPSF,0,0
MV1.IPSF.2,2,Thaleichthys pacificus,13668,0.100307498,12S,MV1,IPSF,0,0
MV1.IPSF.3,3,Thaleichthys pacificus,8387,0.101335105,12S,MV1,IPSF,0,0
MV1.NPHF.1,1,Thaleichthys pacificus,13841,0.088016839,12S,MV1,NPHF,0,0
MV1.NPHF.2,2,Thaleichthys pacificus,13660,0.092177715,12S,MV1,NPHF,0,0
MV1.NPHF.3,3,Thaleichthys pacificus,6770,0.088126944,12S,MV1,NPHF,0,0
MV1.NPHF.BSA.1,1,Thaleichthys pacificus,15760,0.092593137,12S,MV1,NPHF,1,0
MV1.NPHF.BSA.2,2,Thaleichthys pacificus,13433,0.097806935,12S,MV1,NPHF,1,0
MV1.NPHF.BSA.3,3,Thaleichthys pacificus,13883,0.095621509,12S,MV1,NPHF,1,0
MV1.PGTF.1,1,Thaleichthys pacificus,14569,0.086009635,12S,MV1,PGTF,1,0
MV1.PGTF.2,2,Thaleichthys pacificus,13586,0.08816067,12S,MV1,PGTF,1,0
MV1.PGTF.3,3,Thaleichthys pacificus,10904,0.083620273,12S,MV1,PGTF,1,0
MV1.PGTF.TD.1,1,Thaleichthys pacificus,10925,0.06443071,12S,MV1,PGTF,1,1
MV1.PGTF.TD.2,2,Thaleichthys pacificus,6396,0.060039989,12S,MV1,PGTF,1,1
MV1.PGTF.TD.3,3,Thaleichthys pacificus,10294,0.069558284,12S,MV1,PGTF,1,1
MV1.QMMM.1,1,Thaleichthys pacificus,14515,0.108493351,12S,MV1,QMMM,0,0
MV1.QMMM.2,2,Thaleichthys pacificus,16705,0.0995305,12S,MV1,QMMM,0,0
MV1.QMMM.3,3,Thaleichthys pacificus,11804,0.105587062,12S,MV1,QMMM,0,0
MV3.IPSF.1,1,Thaleichthys pacificus,18715,0.084886833,16S,MV3,IPSF,0,0
MV3.IPSF.2,2,Thaleichthys pacificus,3095,0.08415357,16S,MV3,IPSF,0,0
MV3.IPSF.3,3,Thaleichthys pacificus,3309,0.101453274,16S,MV3,IPSF,0,0
MV3.NPHF.1,1,Thaleichthys pacificus,26395,0.103084127,16S,MV3,NPHF,0,0
MV3.NPHF.2,2,Thaleichthys pacificus,6669,0.104843654,16S,MV3,NPHF,0,0
MV3.NPHF.3,3,Thaleichthys pacificus,7989,0.098788179,16S,MV3,NPHF,0,0
MV3.PGTF.1,1,Thaleichthys pacificus,6274,0.092198269,16S,MV3,PGTF,1,0
MV3.PGTF.2,2,Thaleichthys pacificus,13395,0.08834703,16S,MV3,PGTF,1,0
MV3.PGTF.3,3,Thaleichthys pacificus,6760,0.087517154,16S,MV3,PGTF,1,0
MV3.PGTF.TD.1,1,Thaleichthys pacificus,19331,0.119744047,16S,MV3,PGTF,1,1
